,time,observation_id,tel,bjd,mnvel,errvel,cts,mdchi,bc,svalue,svalue_err,trv,trv_err
30,2020-02-01 04:18:56.153,bua.088,apf,2458880.679817,-14.2360623408569,4.418785572052,3334.0,1.17365121841431,-6049.388000000001,0.14074557425200002,0.002,,
31,2020-02-02 03:24:07.509,bub.384,apf,2458881.641754,-12.648188659572599,3.88892602920532,4451.0,1.1499629020690902,-6019.593000000001,0.157605787905,0.002,,
32,2020-02-06 10:29:14.341,buf.616,apf,2458885.936972,-23.677080366507003,7.34891223907471,1406.0,1.27759623527527,-5545.852,0.147775556679,0.002,,
33,2020-02-17 10:10:01.584,buq.105,apf,2458896.9236290003,15.337105612441402,18.2491722106934,353.0,1.56139385700226,-4797.686,,,,
34,2020-03-04 09:45:58.950,bvg.403,apf,2458912.906932,20.607406923206803,4.09959936141968,3029.0,1.15825688838959,-3399.369,0.190000047522,0.002,,
35,2020-03-06 13:23:34.852,bvi.809,apf,2458915.058042,24.197056988326697,7.29823780059814,1425.0,1.2592363357543899,-3199.97,0.18307076033300002,0.002,,
36,2020-03-13 13:17:03.800,bvp.522,apf,2458922.053516,10.688697658969302,3.26184296607971,6088.0,1.1199636459350601,-2504.085,0.132738000188,0.002,,
37,2020-04-15 11:17:51.840,bww.099,apf,2458954.970739,-17.3605961300699,3.0568835735321005,7452.0,1.1467883586883503,1085.393,0.154051413442,0.002,,
38,2020-04-22 10:28:55.616,bxd.700,apf,2458961.936755,-15.306608890248,3.5990788936615004,4644.0,1.1361365318298302,1842.481,0.146629917731,0.002,,
39,2020-04-25 10:50:47.166,bxg.502,apf,2458964.951935,-14.8026105700996,2.86595892906189,7437.0,1.1367769241333001,2145.248,0.16036659895400002,0.002,,
40,2020-04-27 10:13:22.406,bxi.103,apf,2458966.925954,-25.0539563588485,4.293688297271729,2967.0,1.15970921516418,2360.701,0.166085927726,0.002,,
41,2020-04-29 09:55:15.751,bxk.522,apf,2458968.913377,-3.68237211494201,4.14984512329102,4017.0,1.14630937576294,2566.186,0.139752815942,0.002,,
42,2020-04-30 05:56:54.391,bxl.796,apf,2458969.747852,-18.880523359820604,4.702724933624269,2371.0,1.1999590396881101,2659.058,0.129725149231,0.002,,
43,2020-05-01 10:21:51.212,bxm.097,apf,2458970.931843,-4.8964826300947895,4.14819526672363,3021.0,1.15484225749969,2754.3540000000003,0.165769983719,0.002,,
44,2020-05-02 07:33:39.951,bxn.292,apf,2458971.815046,-7.451572858890049,3.5228054523468,5430.0,1.13972496986389,2878.1009999999997,0.15244379779300002,0.002,,
45,2020-05-04 08:00:12.561,bxp.694,apf,2458973.8334790003,-6.696436481399701,3.39138793945312,6444.0,1.12323546409607,3072.2009999999996,0.160688260266,0.002,,
46,2020-05-05 09:50:54.473,bxq.098,apf,2458974.910353,-12.663518767969,3.30732274055481,6147.0,1.13181483745575,3146.385,0.148696028568,0.002,,
47,2020-05-07 09:21:37.268,bxs.498,apf,2458976.890015,-9.25980400745875,4.60482120513916,2662.0,1.15937876701355,3340.531,0.148246525908,0.002,,
48,2020-05-08 09:22:17.184,bxt.698,apf,2458977.8904770003,-10.0882614318499,3.22520279884338,6970.0,1.12252008914948,3431.671,0.154726246629,0.002,,
49,2020-05-09 10:30:57.254,bxu.101,apf,2458978.938163,-7.12862830384341,3.18431663513184,6633.0,1.13689255714417,3496.5890000000004,0.15030321587099998,0.002,,
50,2020-05-10 06:49:56.063,bxv.296,apf,2458979.7846770003,-1.8255232476881698,3.62360906600952,4427.0,1.13754642009735,3628.795,0.15546707660700002,0.002,,
51,2020-05-11 09:57:41.239,bxw.494,apf,2458980.9150610003,1.01459325653387,9.66137409210205,882.0,1.3761500120163,3687.145,0.172865951413,0.002,,
52,2020-05-16 09:52:33.651,byb.704,apf,2458985.9115009997,-30.283923566024605,7.863162994384769,1044.0,1.33431804180145,4113.415,0.148546644968,0.002,,
53,2020-05-22 11:41:20.129,byh.311,apf,2458991.987039,-3.03935491070472,5.543221950531009,2056.0,1.19323456287384,4525.069,0.143062039872,0.002,,
54,2020-05-26 14:38:10.718,j367.117,hires_j,2458996.109846,-2.53002244258259,0.984421014785767,45482.0,1.0895665884017902,4787.96,0.1466,0.001,-9.46,0.1
55,2020-05-27 09:44:04.745,bym.497,apf,2458996.90561,21.599059546840802,2.9062268733978303,6837.0,1.13729536533356,4940.89,0.152907446785,0.002,,
56,2020-05-30 14:01:08.378,j368.122,hires_j,2459000.084125,0.606573010600971,1.06784880161285,47580.0,1.08799362182617,5071.675,0.1495,0.001,-9.49,0.1
57,2020-06-02 09:34:34.500,bys.796,apf,2459002.89901,17.720828651983602,3.5996329784393297,5075.0,1.13933062553406,5320.319,0.173802944366,0.002,,
58,2020-06-02 13:42:37.833,j369.126,hires_j,2459003.071271,3.92753681920559,1.00572955608368,47158.0,1.1016671657562298,5261.995,0.1476,0.001,-9.56,0.1
59,2020-06-03 07:47:22.883,byt.096,apf,2459003.82457,25.677044640454604,3.23880219459534,4782.0,1.14302504062653,5423.757,0.168554862335,0.002,,
60,2020-06-03 13:31:46.333,j369.315,hires_j,2459004.0637310003,6.05867622740068,0.958492338657379,47230.0,1.08996760845184,5325.744000000001,0.1494,0.001,-9.51,0.1
61,2020-06-05 09:31:33.144,byv.603,apf,2459005.896911,34.4888717404141,3.21354484558105,5165.0,1.1312787532806399,5488.482,0.151520576716,0.002,,
62,2020-06-06 07:42:10.545,byw.792,apf,2459006.820955,36.9475928105934,6.76066064834595,1333.0,1.27596664428711,5590.144,0.122472839656,0.002,,
63,2020-06-06 13:16:57.955,j370.139,hires_j,2459007.053449,9.072819698231982,0.922270357608795,46116.0,1.0770806074142498,5495.467,0.1478,0.001,-9.43,0.1
64,2020-06-07 14:16:39.592,j370.312,hires_j,2459008.0949029997,9.24727260480096,1.0282039642334,47487.0,1.05535304546356,5503.2,0.1508,0.001,-9.25,0.1
65,2020-06-09 08:14:30.395,byz.495,apf,2459009.843407,17.703351375804,2.83159947395325,7319.0,1.13170182704926,5728.026999999999,0.139868873587,0.002,,
66,2020-06-10 10:54:34.186,bza.700,apf,2459010.954562,13.9062743433396,2.74885106086731,7858.0,1.14315044879913,5687.267,0.138744987213,0.002,,
67,2020-06-10 13:18:57.408,j371.113,hires_j,2459011.054831,3.4657288493222302,0.985757350921631,47357.0,1.0595510005950899,5685.395,0.1486,0.001,-9.41,0.1
68,2020-06-11 09:53:57.782,bzb.100,apf,2459011.9124740004,24.523507498669602,2.78301310539246,8289.0,1.1410133838653602,5768.0019999999995,0.146430680747,0.002,,
69,2020-06-11 13:37:21.106,j371.304,hires_j,2459012.067605,6.440800137716651,1.0072954893112198,47195.0,1.07285642623901,5716.218000000001,0.1494,0.001,-9.36,0.1
70,2020-06-12 07:47:09.311,bzc.289,apf,2459012.824413,19.4046249375315,4.7347307205200195,2349.0,1.1869933605194098,5876.115,0.164923827868,0.002,,
71,2020-06-12 12:45:28.676,j371.513,hires_j,2459013.031582,11.393832202886902,0.9502003192901608,47353.0,1.06353533267975,5795.937,0.1486,0.001,-9.43,0.1
72,2020-06-13 13:56:51.377,j371.699,hires_j,2459014.08115,13.2607312777273,1.05171728134155,47325.0,1.06292545795441,5785.710999999999,0.1494,0.001,-9.3,0.1
73,2020-06-16 07:52:42.034,bzg.295,apf,2459016.828264,25.3605982319328,3.5931200981140097,4626.0,1.13501787185669,6033.210999999999,0.153937372742,0.002,,
74,2020-06-16 10:19:30.236,j372.36,hires_j,2459016.930211,11.4980453267105,1.3095486164093002,22329.0,1.03932857513428,6047.496999999999,0.1471,0.001,-9.41,0.1
75,2020-06-17 10:53:19.963,bzh.509,apf,2459017.9537029997,25.0096734509473,3.37995338439941,4708.0,1.12107765674591,5966.491,0.16797680830800002,0.002,,
76,2020-06-18 08:40:55.568,bzi.801,apf,2459018.861754,19.087248505642602,3.08411502838135,6395.0,1.12405467033386,6078.130999999999,0.147860043853,0.002,,
77,2020-06-18 12:59:21.856,j373.69,hires_j,2459019.041225,8.25919162116697,1.01008880138397,46995.0,1.06160926818848,6006.279,0.1495,0.001,-9.52,0.1
78,2020-06-19 08:12:27.266,bzj.194,apf,2459019.841982,25.742385958283602,2.93285870552063,6924.0,1.13169181346893,6125.061,0.134837549296,0.002,,
79,2020-06-24 12:41:47.429,j374.105,hires_j,2459025.029021,11.4793700830514,1.0990742444992099,46617.0,1.0824618339538599,6177.068,0.1437,0.001,-9.3,0.1
80,2020-06-25 14:20:56.336,j374.301,hires_j,2459026.097874,12.2592173359341,1.04841041564941,46461.0,1.07399296760559,6128.755999999999,0.1428,0.001,-9.24,0.1
81,2020-06-27 11:18:30.658,bzr.105,apf,2459027.971188,21.011094945699803,2.7020821571350098,9091.0,1.1616241931915299,6202.882,0.131309211894,0.002,,
82,2020-06-27 12:45:42.810,j375.115,hires_j,2459028.0317450003,6.867142676279871,0.9280142784118649,46854.0,1.10971510410309,6228.648,0.1473,0.001,-9.46,0.1
83,2020-06-28 08:36:50.270,bzs.298,apf,2459028.858915,19.3393004101879,5.03521156311035,2989.0,1.1753250360488898,6316.722,0.136559216044,0.002,,
84,2020-06-28 12:40:06.612,j375.295,hires_j,2459029.027854,5.50490223089255,0.9538117051124569,46820.0,1.11929059028625,6247.2390000000005,0.1441,0.001,-9.82,0.1
85,2020-06-29 13:05:08.442,j375.501,hires_j,2459030.045237,7.254963193369781,1.0259917974472,46479.0,1.0734429359436,6241.919,0.1478,0.001,-9.39,0.1
86,2020-06-30 11:35:08.143,bzu.708,apf,2459030.982733,29.513069543057398,2.3984596729278596,10548.0,1.1539946794509899,6233.894,0.159035394381,0.002,,
87,2020-06-30 13:25:03.292,j375.717,hires_j,2459031.059066,11.231570566414401,0.949119627475739,48089.0,1.04708194732666,6239.03,0.1506,0.001,-9.38,0.1
88,2020-07-01 12:59:03.051,j375.897,hires_j,2459032.0410080003,10.8385759129742,1.1057928800582901,46584.0,1.08217036724091,6266.460999999999,0.1413,0.001,-9.54,0.1
89,2020-07-04 09:37:50.255,bzy.704,apf,2459034.901276,28.6194253635581,2.47471690177917,12180.0,1.17158246040344,6333.185,0.142073889557,0.002,,
90,2020-07-04 12:54:00.499,j376.123,hires_j,2459035.037506,10.1071492481688,1.0019862651825,47416.0,1.07796514034271,6287.46,0.1462,0.001,-9.37,0.1
91,2020-07-05 13:40:09.430,j376.312,hires_j,2459036.069554,3.25099118807631,1.03784155845642,46778.0,1.07876992225647,6258.767,0.1476,0.001,-9.23,0.1
92,2020-07-06 09:49:26.922,j376.491,hires_j,2459036.909339,4.53962643171462,1.02648651599884,47451.0,1.1523529291153,6425.125,0.1504,0.001,-9.44,0.1
93,2020-07-08 13:34:22.917,j377.126,hires_j,2459039.065543,-0.0465453957322577,1.00714194774628,47590.0,1.06524872779846,6260.225,0.147,0.001,-9.54,0.1
94,2020-07-09 11:24:18.580,cad.788,apf,2459039.975215,17.1782746639346,2.69376540184021,9961.0,1.1488870382308998,6268.477,0.149913904767,0.002,,
95,2020-07-09 13:49:25.744,j377.309,hires_j,2459040.075992,7.56081945966694,1.06662857532501,47757.0,1.05715298652649,6246.871,0.1492,0.001,-9.2,0.1
96,2020-07-10 09:50:18.304,j377.506,hires_j,2459040.909934,3.7872109219929397,0.980233073234558,48421.0,1.03015756607056,6411.562,0.1476,0.001,-9.35,0.1
97,2020-07-11 07:42:02.911,caf.291,apf,2459041.8208669997,17.0803130286634,2.75817084312439,8814.0,1.1548267602920501,6391.121,0.15014880703800002,0.002,,
98,2020-07-11 09:48:49.064,j377.696,hires_j,2459041.908901,2.30444554918206,1.02370274066925,48105.0,1.05295467376709,6404.984,0.1485,0.001,-9.24,0.1
99,2020-07-12 09:10:23.896,cag.499,apf,2459042.882221,15.5062544087713,2.6502206325531,9122.0,1.1573646068573,6326.4259999999995,0.142561129987,0.002,,
100,2020-07-12 13:56:48.246,j377.895,hires_j,2459043.0811139997,-1.3391108890069199,1.0345492362976099,47731.0,1.07828235626221,6220.27,0.1478,0.001,-9.34,0.1
101,2020-07-13 07:55:30.577,cah.693,apf,2459043.830215,12.083964393552499,2.4953992366790803,10189.0,1.15508234500885,6363.311,0.141729424701,0.002,,
102,2020-07-14 08:50:48.509,cai.101,apf,2459044.8686169996,10.3200858192705,2.4314627647399902,12279.0,1.1971738338470501,6315.536,0.14329974800999998,0.002,,
103,2020-07-14 10:43:22.598,j378.82,hires_j,2459044.9467889997,-7.089538319153959,1.0719912052154499,48384.0,1.0471881628036501,6330.869000000001,0.1492,0.001,-9.39,0.1
104,2020-07-15 07:37:53.212,caj.292,apf,2459045.817977,10.876030260225802,2.54731917381287,9855.0,1.1636228561401398,6347.598000000001,0.15085086730900002,0.002,,
105,2020-07-18 08:25:26.742,cam.095,apf,2459048.8510040003,8.89929717548637,2.28897261619568,9343.0,1.1600530147552501,6263.544,0.14167501218800002,0.002,,
106,2020-07-19 07:27:35.448,can.294,apf,2459049.810827,3.9861864301854903,3.0403435230255096,8249.0,1.15008270740509,6279.069,0.133983496245,0.002,,
107,2020-07-20 06:17:01.156,cao.427,apf,2459050.761819,2.6778683723265,2.6242294311523398,8394.0,1.15447533130646,6298.064,0.141914170138,0.002,,
108,2020-07-21 06:43:21.930,cap.692,apf,2459051.780115,6.16446142338359,2.4693591594696,9285.0,1.14864194393158,6257.9169999999995,0.169984013052,0.002,,
109,2020-07-21 09:45:59.155,j379.83,hires_j,2459051.906935,-6.95953841246462,1.0470882654190101,48115.0,1.1116315126419098,6231.563,0.1532,0.001,-9.42,0.1
110,2020-07-22 08:37:32.844,caq.125,apf,2459052.859408,3.3737799343467403,2.8104670047759996,8224.0,1.14468240737915,6158.03,0.166394426995,0.002,,
111,2020-07-23 06:46:37.538,car.491,apf,2459053.782379,1.93499808525468,2.8129208087921103,8691.0,1.1407041549682602,6200.365,0.149229805754,0.002,,
112,2020-07-24 07:10:18.299,cas.092,apf,2459054.798823,-5.05199017331558,3.0602569580078103,6515.0,1.14028418064117,6154.937,0.133986042379,0.002,,
113,2020-07-25 06:28:04.013,cat.288,apf,2459055.769491,1.48720800671702,2.8421251773834197,8791.0,1.1521520614624,6148.781999999999,0.151190401338,0.002,,
114,2020-07-26 06:18:29.798,cau.488,apf,2459056.7628450003,0.6360853865710461,2.9359123706817596,7789.0,1.15638530254364,6120.478,0.144890744811,0.002,,
115,2020-07-27 07:39:11.566,cav.693,apf,2459057.818884,-0.374711569994212,3.1624269485473597,6245.0,1.1389970779418899,6033.281,0.160391979099,0.002,,
116,2020-07-27 13:41:43.052,j380.81,hires_j,2459058.070637,-15.156022215694001,1.1379597187042199,41357.0,1.05918836593628,5877.241,0.1471,0.001,-9.39,0.1
117,2020-07-28 08:18:20.350,caw.095,apf,2459058.8460689997,3.11382759496621,3.0400564670562704,7770.0,1.15399241447449,5969.669,0.15293462683800002,0.002,,
118,2020-07-29 05:36:32.877,cax.290,apf,2459059.733714,6.81000982231604,2.52575445175171,10517.0,1.1601352691650402,6032.715999999999,0.143449235971,0.002,,
119,2020-07-30 06:48:33.740,cay.492,apf,2459060.783724,-5.03658015684784,2.68761086463928,8170.0,1.15327203273773,5948.113,0.143221109143,0.002,,
120,2020-07-31 07:21:12.427,caz.722,apf,2459061.806394,-9.361724571386391,2.42163515090942,9092.0,1.1432822942733798,5884.085,0.14724090772600001,0.002,,
121,2020-08-01 06:47:02.068,cba.091,apf,2459062.7826630003,-2.5335916133422995,2.72215962409973,8839.0,1.13993716239929,5862.289000000001,0.143070025673,0.002,,
122,2020-08-02 07:23:15.804,cbb.229,apf,2459063.8078220002,-2.48615133739056,3.0608468055725098,6314.0,1.13421487808228,5792.545,0.149622663934,0.002,,
123,2020-08-02 12:23:41.119,j381.76,hires_j,2459064.016448,-23.838923609727697,0.961467862129211,45423.0,1.06421780586243,5669.029,0.1438,0.001,-9.45,0.1
124,2020-08-03 06:47:24.444,cbc.491,apf,2459064.782922,-6.2761344351991,2.7369472980499303,8346.0,1.1385018825531001,5768.8859999999995,0.141161553785,0.002,,
125,2020-08-04 07:51:56.113,cbd.090,apf,2459065.8277330003,0.215102772299406,2.87283253669739,7548.0,1.12889552116394,5676.976,0.148568894163,0.002,,
126,2020-08-05 07:27:52.714,cbe.092,apf,2459066.811027,-1.5211828039749,3.0187687873840297,6044.0,1.1360039710998502,5642.43,0.14826820668500001,0.002,,
127,2020-08-06 11:42:46.691,j382.194,hires_j,2459067.98804,-12.593611753467199,1.7216273546218899,19755.0,1.0255516767501802,5495.244000000001,0.152,0.001,-9.37,0.1
128,2020-08-07 06:49:22.894,cbg.489,apf,2459068.784293,-0.762950335689425,2.80822253227234,9967.0,1.16516387462616,5562.422,0.156336970181,0.002,,
129,2020-08-07 10:12:50.182,j382.391,hires_j,2459068.9255810003,-15.242969011996601,1.0268087387084999,47804.0,1.05980324745178,5506.463000000001,0.1507,0.001,-9.53,0.1
130,2020-08-08 06:28:06.506,cbh.688,apf,2459069.76952,-4.725346111653099,2.7786555290222203,8983.0,1.16174113750458,5521.406999999999,0.146838629475,0.002,,
131,2020-08-09 06:24:23.075,cbi.112,apf,2459070.766934,-13.448933513027502,3.05887269973755,7321.0,1.1478992700576798,5467.1630000000005,0.131634720887,0.002,,
132,2020-08-10 06:02:17.612,cbj.388,apf,2459071.7515930003,-11.1172740716711,3.0628466606140097,6653.0,1.14726090431213,5423.4890000000005,0.16159829920399998,0.002,,
133,2020-08-10 09:29:45.790,j383.271,hires_j,2459071.8956689998,-21.111213852292302,1.12538146972656,47232.0,1.0717958211898801,5367.948,0.1477,0.001,-9.24,0.1
134,2020-08-11 05:49:23.121,cbk.689,apf,2459072.742629,-10.9109094222397,2.4796769618987997,10717.0,1.17124772071838,5372.15,0.155263062014,0.002,,
135,2020-08-11 08:31:34.289,j383.465,hires_j,2459072.855258,-21.1375279911626,0.929207265377045,47179.0,1.06084322929382,5353.349,0.1474,0.001,-9.51,0.1
136,2020-08-12 06:07:11.629,cbl.090,apf,2459073.754996,-1.9280766022930602,2.64894199371338,10244.0,1.16647124290466,5299.119000000001,0.140296732723,0.002,,
137,2020-08-13 05:49:46.188,cbm.389,apf,2459074.742896,-7.1998791294228806,2.7721147537231405,8086.0,1.14807736873627,5247.736999999999,0.142481308895,0.002,,
138,2020-08-14 06:28:25.682,cbn.588,apf,2459075.769742,6.160386649200141,8.90052700042725,1232.0,1.3372663259506201,5157.378,0.18614795427099998,0.002,,
139,2020-08-15 06:25:26.142,cbo.788,apf,2459076.767664,-3.04755395117447,2.81740307807922,9987.0,1.17508852481842,5093.303,0.145454802001,0.002,,
140,2020-08-16 07:48:49.737,j384.80,hires_j,2459077.825576,-14.730264349713199,0.9659477472305301,47047.0,1.09192514419556,5061.284000000001,0.1486,0.001,-9.59,0.1
141,2020-08-17 07:14:00.083,j384.283,hires_j,2459078.80139,-11.9044345071055,0.9814608693122859,48212.0,1.04226005077362,5017.958,0.1478,0.001,-9.47,0.1
142,2020-08-26 09:51:54.214,j385.296,hires_j,2459087.9110439997,-1.3913789254041,1.01497733592987,47424.0,1.04666590690613,4201.031,0.1502,0.001,-9.43,0.1
143,2020-08-27 08:03:39.358,j385.483,hires_j,2459088.835872,-1.32692528803003,1.0533304214477501,43674.0,1.0341283082961998,4202.318,0.1487,0.001,-9.46,0.1
144,2020-08-28 07:31:09.530,j385.679,hires_j,2459089.813305,-4.56615305319001,0.966410100460052,47975.0,1.0551971197128298,4143.585,0.1486,0.001,-9.45,0.1
145,2020-08-29 12:59:48.998,j385.905,hires_j,2459091.041539,-3.9754725308876098,0.990591108798981,48173.0,1.05397832393646,3850.4,0.1476,0.001,-9.44,0.1
146,2020-08-30 12:29:18.093,j385.1096,hires_j,2459092.020348,-2.5893318123496,1.06147158145905,48768.0,1.0384247303009,3774.006,0.1498,0.001,-9.45,0.1
147,2020-08-31 12:35:26.245,j385.1306,hires_j,2459093.024609,3.0695074157706,1.00467228889465,47527.0,1.05663251876831,3685.427,0.1479,0.001,-9.42,0.1
148,2020-09-02 07:19:39.108,j386.73,hires_j,2459094.8053139998,6.94596641613395,0.9866525530815121,47659.0,1.06889581680298,3711.62,0.1485,0.001,-9.45,0.1
149,2020-09-05 11:08:18.334,j387.75,hires_j,2459097.9641009998,3.99017953407422,1.11028635501862,47401.0,1.0604683160781898,3270.365,0.1513,0.001,-9.65,0.1
150,2020-09-07 05:58:36.097,j388.70,hires_j,2459099.7490290003,2.6332349841719305,1.20723736286163,29620.0,1.02575516700745,3308.062,0.1506,0.001,-9.37,0.1
151,2020-09-08 05:11:13.995,j388.264,hires_j,2459100.716134,5.821816440876371,1.05604231357574,46123.0,1.06443989276886,3246.405,0.1469,0.001,-9.38,0.1
152,2020-09-09 05:11:36.835,j388.463,hires_j,2459101.716399,6.856954098180309,0.966469585895538,45987.0,1.0761749744415299,3148.9309999999996,0.1468,0.001,-9.48,0.1
153,2020-09-22 07:36:15.980,j389.83,hires_j,2459114.816852,22.8410485823183,1.09369456768036,47426.0,1.06765973567963,1681.895,0.1494,0.001,-9.51,0.1
154,2020-09-25 11:22:38.351,j389.690,hires_j,2459117.974055,18.496692985125,1.07824265956879,48134.0,1.03151845932007,1228.553,0.152,0.001,-9.52,0.1
155,2020-09-26 11:30:03.698,j389.887,hires_j,2459118.9792090002,17.686010158313,1.4768993854522698,31634.0,1.15110504627228,1118.5439999999999,0.1049,0.001,-9.38,0.1
156,2020-09-27 08:39:30.023,j389.1073,hires_j,2459119.860764,24.1287149560927,1.11469650268555,47156.0,1.0344882011413599,1086.118,0.152,0.001,-9.46,0.1
157,2020-09-28 10:55:52.456,j389.1299,hires_j,2459120.955468,22.859461178180197,1.06110906600952,48292.0,1.03113639354706,909.025,0.147,0.001,-9.4,0.1
158,2020-09-29 05:13:58.649,j389.1473,hires_j,2459121.71804,24.710301255198,1.32583904266357,23304.0,1.01999807357788,1024.376,0.1504,0.001,-9.2,0.1
159,2020-09-30 05:16:57.939,j389.1669,hires_j,2459122.7201150004,23.0105731519068,1.08482193946838,47355.0,1.06760287284851,909.952,0.1516,0.001,-9.29,0.1
160,2020-10-01 05:02:38.148,j389.1867,hires_j,2459123.710164,24.655526686971896,1.12469494342804,46605.0,1.07719111442566,809.319,0.1482,0.001,-9.16,0.1
161,2020-10-10 04:10:51.843,cds.787,apf,2459132.674211,26.031898696483303,2.99479746818542,9302.0,1.14400935173035,-261.926,0.14050524759400002,0.002,,
162,2020-10-13 04:06:02.487,cdv.487,apf,2459135.670862,17.407810989630402,3.11770606040955,8043.0,1.12608861923218,-600.245,0.147153930537,0.002,,
